Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2023,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,"1,058",15.7
2023,March,C Drug offences,C30 Drug use and possession,C31 Drug use,211,3.1
2023,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"24,750",366.3
2023,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,316,4.7
2023,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"5,273",78.0
2023,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"9,987",147.8
2023,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,387,5.7
2023,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"2,038",30.2
2023,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"3,096",45.8
2023,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"2,187",32.4
2023,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,380,5.6
2023,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,357",20.1
2023,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,374,5.5
2023,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,174,2.6
2023,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,201,3.0
2023,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,30,0.4
2023,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,40,0.6
2023,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,410",50.5
2023,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,15,0.2
2023,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,9,0.1
2023,March,D Public order and security offences,D40 Public security offences,D43 Hacking,623,9.2
2023,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,29,0.4
2023,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,1,0.0
2023,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,103,1.5
2023,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,3,0.0
2023,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,865",131.2
2023,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,590,8.7
2023,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,509,7.5
2023,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,996",29.5
2023,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"54,001",799.2
2023,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"4,424",65.5
2023,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"16,190",239.6
2023,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,491",22.1
2023,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,1,0.0
2023,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,2,0.0
2023,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,10,0.1
2023,March,F Other offences,F20 Transport regulation offences,F21 Public transport,239,3.5
2023,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,15,0.2
2023,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,132,2.0
2023,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,5,0.1
2023,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,59,0.9
2023,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,24,0.4
2023,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,11,0.2
2023,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,128,1.9
2023,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,4,0.1
2023,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,23,0.3
2023,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,65,1.0
2023,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,102,1.5
2023,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,257,3.8
2023,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,157,2.3
2023,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,12,0.2
2023,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,57,0.8
2022,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,49,0.7
2022,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,20,0.3
2022,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,28,0.4
2022,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,85,1.3
2022,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"6,967",105.2
2022,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"7,690",116.2
2022,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,080",46.5
2022,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"15,796",238.6
2022,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"11,412",172.4
2022,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,462",67.4
2022,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"5,895",89.1
2022,March,A Crimes against the person,A30 Sexual offences,A33 Incest,449,6.8
2022,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"2,632",39.8
2022,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,865,13.1
2022,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,185,2.8
2022,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,546,8.2
2022,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,4,0.1
2022,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,097",31.7
2022,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,292,4.4
2022,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,192,2.9
2022,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,93,1.4
2022,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,582",23.9
2022,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,094",16.5
2022,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"2,277",34.4
2022,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,"1,191",18.0
2022,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,152",62.7
2022,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,137",47.4
2022,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,432",21.6
2022,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,38,0.6
2022,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,274",19.2
